,sent_src,score_src,sum_src,sent_tgt,score_tgt,sum_tgt,score_diff,sum_diff,diff_pos
3307,gauge theories on noncommutative spaces can be obtained by taking the infinite tension limit of string theory in the presence of a very strong b-field .,[1 1 0 0 0],2,"more generally , it has been realized that noncommutative gauge theory arises as the worldvolume theory on d-branes in the presence of a constant background b field in string theory .",[1 0 0 0 0],1,1,-1,1
3315,"each convolutional block is a sequence of two convolutional layers , each one followed by a temporal batchnorm layer and an relu activation .",[1 1 1 0 0],3,"each aforenamed block is a sequence of two temporal convolutional layers , each one accompanied by a temporal batch normalization layer and a relu activation .",[0 1 1 0 0],2,1,1,0
3323,"the ideas we use essentially come from bhamidi et al , where mixing times for the glauber dynamics of ergms are derived .",[0 1 0 0 0],1,"our results rely on a close analysis of the ergm glauber dynamics , following bhamidi et al , where mixing times are studied .",[0 0 0 0 0],0,1,1,1
3327,the key element of most predictions involving hard inclusive reactions in high-energy physics is the factorization theorem of perturbative qcd .,[1 1 1 0 0],3,the standard factorization theorems of perturbative qcd are the main ingredients in many phenomenological calculations of high energy processes .,[1 1 0 0 0],2,1,-1,2
3330,"the artificial compressibility approximation was introduced by chorin , in order to deal with the difficulty induced by the incompressibility constraints in the numerical approximations to the navier stokes equation .",[1 1 0 0 0],2,"this approximation was introduced by chorin , in order to deal with the difficulty induced by the incompressibility constraints in the numerical approximations to the navier stokes equation .",[1 0 0 0 0],1,1,1,1
3334,this study was extended to the case of anisotropic plasma in and imaginary potential formula in a general curved background was obtained .,[1 1 0 1 0],3,the case of anisotropic plasma has been studied in and imaginary potential formula in a general curved background was obtained .,[1 1 0 0 0],2,1,-1,3
3338,"second , window violation can be induced due to the larger disparity and the visual field limitation .",[1 1 0 0 0],2,"then , the larger disparity in the boundary area is more likely to induce window violation , due to the limitation of visual field .",[0 1 0 0 0],1,1,-1,0
3346,the content encoder of mcnet is built with the same architecture as vgg16 up to the third pooling layer .,[1 1 0 0 0],2,the feature encoding module follows the base architecture of the first five convolutional blocks of vgg16 network .,[0 1 0 0 0],1,1,1,0
3351,note that rx terms will cancel out when we match between the lattice and continuum operators .,[1 1 0 0 0],2,note that the vector and axial currents have vanishing anomalous dimensions .,[0 1 0 0 0],1,1,-1,0
3353,deep neural networks have achieved a great success on many tasks such as image classification when a large set of labeled examples are available .,[0 1 0 0 0],1,"deep convolutional neural networks have achieved great success in various computer vision tasks , including object classification .",[0 0 0 0 0],0,1,-1,1
3354,early-type host dust constraints in this section we use measurements of the red sequence scatter to place constraints on the scatter of reddening affecting these galaxies .,[0 0 1 0 0],1,in the rest of this section we use the properties of cluster red sequences to constrain the amounts of dust present in cluster galaxies .,[0 0 0 0 0],0,1,-1,2
3355,"over the past few years , convolutional neural networks have become the leading approach in many vision-related tasks .",[0 1 0 0 0],1,"for the past several years , deep convolution neural networks have found their extensive applications in image processing such as image classification , and so forth .",[0 0 0 0 0],0,1,1,1
3358,much of the work with deep learning in natural language processing has involved the learning of word vector representations .,[1 1 1 0 0],3,"in natural language processing , deep learning methods have been mostly focused on learning word vector representations .",[1 1 0 0 0],2,1,1,2
3362,"the response of the sifcc detector to physics processes has been simulated using the simulator for the linear collider software , which was developed for the ilc project .",[1 1 1 0 0],3,the response of the detectors to physics processes is simulated using the simulator for the linear collider package developed for the ilc project .,[1 1 0 0 0],2,1,1,2
3368,deep convolutional neural networks have been successful in many computer vision tasks including image classification .,[0 1 0 0 0],1,deep convolutional neural networks have brought impressive advances to the state of the art across a multitude of tasks in computer vision .,[0 0 0 0 0],0,1,-1,1
3374,detecting objects in static images has achieved significant progress due to the emergence of deep convolutional neural networks .,[1 0 0 0 0],1,the recent development of deep learning has boosted the performance of image classification tasks .,[0 0 0 0 0],0,1,-1,0
3379,"among the potential solutions for 5g cellular communications , massive multiple-input multiple-output has been shown to be able to increase the system spectral efficiency by several times .",[0 1 0 1 0],2,"massive mimo is considered as a promising technique in 5g communication systems , which has a potential of increasing spectral and energy efficiency significantly with simple signal processing .",[0 1 0 0 0],1,1,-1,3
3398,"the mean squared error loss , along with the adam optimizer , was used for training .",[1 1 0 0 1],3,"the adam optimizer was used with an initial learning rate 1e-4 , which decays during training .",[1 1 0 0 0],2,1,1,4
3415,"maximum likelihood estimation based on the extended kalman filter is usually applied to estimate the parameters in sde models , such as and the references therein .",[1 1 1 0 0],3,"mle based on the extended kalman filter is used to estimate the parameters in sde models by several authors , such as and the references therein .",[1 1 0 0 0],2,1,1,2
3417,the space of equivalence classes will be denoted by p .,[1 1 0 0 0],2,the set of differentiable curves will be denoted by ggg .,[1 0 0 0 0],1,1,-1,1
3419,"specifically , the authors of the paper showed that the running time of cdcl solvers is strongly correlated with community structures of sat instances .",[0 1 0 0 0],1,"in a different paper , the authors have shown that the graph-theoretic community structure strongly influences the running time of cdcl sat solvers .",[0 0 0 0 0],0,1,-1,1
3424,deep neural networks have shown remarkable success in many computer vision tasks such as image classification .,[0 1 0 0 0],1,convolutional neural networks have achieved state-of-the-art accuracy in computer vision tasks such as image recognition .,[0 0 0 0 0],0,1,-1,1
3427,the models were trained end-to-end using the adam optimizer with a mini-batch size of 256 .,[1 1 0 0 0],2,the model was trained using mini-batch sgd with its learning rate controlled by adam and its mini-batch size set to 32 .,[0 1 0 0 0],1,1,1,0
3430,an embedding from a substructure of a into b is called a partial isomorphism between a and b .,[1 1 1 0 0],3,"if σ is inverible , it is called an isomorphism .",[1 1 0 0 0],2,1,-1,2
3433,"thus , the limit zero distributions of the heine-stieltjes polynomials are given by continuous critical measures .",[1 1 1 0 0],3,"thus , discrete critical measures are limit distributions of zeros of the heine-stieltjes polynomials .",[1 1 0 0 0],2,1,1,2
3442,the interaction between the valence electrons and ionic cores was described by the projector augmented wave method .,[0 0 1 0 0],1,the interactions between the ions and the electrons are described by the projectoraugmented wave method with a cutoff energy of 600 ev .,[0 0 0 0 0],0,1,-1,2
3444,"also , a fock state and a superposition of fock states of a single microwave resonator has been created experimentally .",[1 1 1 0 0],3,"so far , fock states and their superpositions of a resonator have been experimentally produced by using a superconducting qubit .",[1 1 0 0 0],2,1,1,2
3445,"during the last decade , deep learning algorithms , especially convolutional neural networks have achieved remarkable progress on numerous practical vision tasks .",[0 0 0 0 1],1,the evolution of convolutional neural networks has constantly pushed the boundaries of complex vision tasks .,[0 0 0 0 0],0,1,-1,4
